station_id,count,min,max,span_days,median_gap_days
093952076323401,30,2014-08-27,2023-04-10,3148,90.0
094000076333001,62,1999-11-07,2023-01-10,8465,100.0
094000076363101,30,2014-08-27,2023-04-10,3148,90.0
094000076480001,106,1994-01-09,2023-04-10,10683,91.0
094000077090001,52,1994-01-08,2013-08-27,7171,83.0
094005076465501,40,1999-11-07,2022-01-30,8120,100.0
094010076364001,81,1999-11-07,2023-04-10,8555,99.0
094011076342001,18,2015-01-07,2019-11-27,1785,100.0
094018076465101,33,2013-08-27,2023-04-10,3513,92.0
094023076340301,7,2013-04-17,2015-11-07,934,116.0
094025076474501,25,2014-08-27,2023-01-10,3058,99.0
094041076232501,32,2013-04-17,2023-01-10,3555,100.0
094042076251501,31,2014-01-07,2023-04-10,3380,90.5
094047076222701,26,2015-01-07,2023-01-10,2925,98.0
094100076180001,97,1994-01-05,2023-01-10,10597,100.0
094100076180002,8,2019-01-01,2022-01-30,1125,94.0
094110076172702,22,2016-01-07,2023-01-10,2560,100.0
094110076365501,45,1994-01-11,2013-08-27,7168,88.5
094112076301801,34,2013-04-17,2023-04-10,3645,91.0
094118076371801,19,2014-01-07,2018-08-25,1691,98.5
094146077021201,26,2014-08-27,2023-04-10,3148,91.0
094200076210001,110,1994-01-09,2023-01-10,10593,94.0
094216076193201,23,2013-11-07,2019-08-20,2112,99.0
094222077112802,26,2015-01-07,2023-04-10,3015,100.0
094230077030001,109,1994-08-24,2023-04-10,10456,88.0
094253077092501,31,2013-04-17,2023-04-10,3645,93.0
094400077051501,110,1994-01-09,2023-04-10,10683,91.0
094400077093001,83,1994-01-08,2014-01-07,7304,74.5
094414077131401,27,2015-01-07,2023-04-10,3015,93.0
094459077051401,26,2014-08-27,2023-01-10,3058,100.0
094508077062201,75,1999-11-07,2023-01-10,8465,100.0
094600079010001,51,2005-05-15,2022-01-30,6104,102.0
094700078551501,96,1994-05-01,2022-01-30,10136,102.0
094900077110101,72,1999-11-07,2023-01-10,8465,100.0
094905077105501,23,2013-04-17,2021-08-31,3058,100.5
095000078470001,35,1996-01-05,2021-08-31,9370,102.0
095000078470002,29,2012-11-05,2022-01-30,3373,97.0
095030078372001,56,2001-05-15,2022-01-30,7565,102.0
095105078223001,77,2000-01-05,2022-01-30,8061,102.0
095125078290001,76,1999-08-25,2022-01-30,8194,102.0
095130078010001,2,2014-11-05,2021-01-10,2258,2258.0
095221077424801,1,2012-05-15,2012-05-15,0,
095226077520501,6,2012-05-15,2020-01-10,2796,92.0
095230078110001,38,1996-01-05,2021-01-10,9137,102.0
095233077451801,2,2012-05-15,2021-01-10,3162,3162.0
095304078112001,78,1996-01-05,2020-01-10,8771,102.0
095330077235001,30,2006-05-15,2021-01-10,5354,102.0
095348078151801,5,2012-05-15,2020-01-10,2796,152.0
095400078310001,106,1994-05-01,2022-01-30,10136,92.0
095413077175301,1,2012-05-15,2012-05-15,0,
095413077183401,2,2012-05-15,2021-01-10,3162,3162.0
095413077372401,5,2012-05-15,2020-01-10,2796,152.0
095422077292101,1,2012-05-15,2012-05-15,0,
095425077194701,6,2012-05-15,2020-01-10,2796,92.0
095430078091001,87,1994-05-01,2021-11-30,10075,102.0
095431078110901,1,2012-05-15,2012-05-15,0,
095445078152501,1,2012-05-15,2012-05-15,0,
095506077311801,94,1994-05-01,2022-01-30,10136,102.0
095510078070501,71,1996-01-05,2021-01-10,9137,102.0
095512077305401,2,2012-05-15,2021-01-10,3162,3162.0
095515077530001,70,1999-08-25,2021-11-30,8133,102.0
095530077323001,72,1999-08-25,2022-01-30,8194,102.0
095535078085901,1,2012-05-15,2012-05-15,0,
095603077474701,1,2012-05-15,2012-05-15,0,
095621077180601,6,2012-05-15,2020-01-10,2796,92.0
095629077580501,6,2012-05-15,2020-01-10,2796,92.0
095630078311501,88,1996-01-05,2020-01-10,8771,102.0
095700078400001,106,1994-05-01,2022-01-30,10136,92.0
095700078490001,3,1996-08-25,2002-05-15,2089,1044.5
095701076271802,24,2015-04-17,2023-04-10,2915,94.0
095715078291001,100,1994-05-01,2022-01-30,10136,95.0
095716077201401,1,2012-05-15,2012-05-15,0,
095718077264801,1,2012-05-15,2012-05-15,0,
095726078080001,5,2012-05-15,2020-01-10,2796,152.0
095730078181501,42,1999-08-25,2016-11-05,6282,102.0
095731077232801,6,2012-05-15,2020-01-10,2796,92.0
095737078111301,1,2012-05-15,2012-05-15,0,
095745077270001,69,1994-08-01,2022-01-30,10044,102.0
095745077341001,1,2012-05-15,2012-05-15,0,
095748077471801,2,2014-11-05,2021-01-10,2258,2258.0
095803078133401,1,2012-05-15,2012-05-15,0,
095806078232901,6,2012-05-15,2020-01-10,2796,92.0
095815077474501,36,2000-11-05,2021-01-10,7371,130.0
095818077332301,6,2012-05-15,2020-01-10,2796,92.0
095839078114501,6,2012-05-15,2020-01-10,2796,92.0
095900078400001,25,1996-01-05,2020-08-25,8999,130.0
095900078400002,29,2012-11-05,2022-01-30,3373,92.0
095910077481501,32,1994-05-01,2020-01-10,9385,102.0
095918076142201,34,2013-04-17,2023-04-10,3645,91.0
095945076342001,4,2016-08-27,2017-08-27,365,132.0
095959076273201,1,1999-11-07,1999-11-07,0,
100018077065801,32,2015-01-07,2023-04-10,3015,91.0
100018077065802,17,2015-01-07,2019-04-09,1553,96.5
100048076571801,115,1994-01-10,2023-04-10,10682,89.0
100107077005701,38,2013-04-17,2023-04-10,3645,92.0
100154076520501,34,2014-08-27,2023-04-10,3148,90.0
100300079030001,6,1999-08-25,2021-08-31,8042,803.0
100353077062801,34,2014-01-07,2023-04-10,3380,92.0
100430079020101,96,1996-11-05,2022-08-30,9429,102.0
100515077040201,34,2014-08-27,2023-04-10,3148,90.0
100622076372901,36,2013-11-07,2023-04-10,3441,91.0
100642076212201,112,1994-01-06,2023-01-10,10596,94.0
100655076313001,115,1994-01-07,2023-04-10,10685,86.0
100703076285301,31,2015-08-27,2023-04-10,2783,81.0
100712076320601,35,2014-04-17,2023-04-10,3280,90.5
100713076272201,95,1994-01-07,2023-01-10,10595,89.5
100713076272202,19,2017-01-07,2022-11-30,2153,95.5
100716076340401,34,2014-04-17,2023-04-10,3280,91.0
100720076115501,34,2013-04-17,2022-11-30,3514,92.0
100730076295901,3,1994-04-14,2014-08-27,7440,3720.0
100733076232002,116,1994-08-28,2023-04-10,10452,90.0
100740076180001,5,1994-04-12,2022-08-25,10362,1720.5
100740076180002,110,1994-08-28,2022-11-30,10321,91.0
100740076253501,116,1994-01-07,2023-04-10,10685,91.0
100800079133001,81,1994-05-01,2022-08-30,10348,102.0
100956079073001,94,1994-05-01,2022-08-30,10348,102.0
101045077544001,4,2015-08-25,2020-11-30,1924,438.0
101045078255001,61,1996-01-05,2019-01-30,8426,102.0
101100078404901,1,2012-05-15,2012-05-15,0,
101100078455001,45,2005-11-05,2022-01-30,5930,102.0
101103078252501,48,1996-01-05,2020-01-10,8771,102.0
101103078252502,7,2012-11-05,2022-05-30,3493,261.5
101103078252503,12,2013-11-05,2022-08-30,3220,253.0
101140076101501,16,2018-01-09,2022-11-30,1786,93.0
101150076102001,48,1994-01-13,2023-01-10,10589,100.0
101150076102002,19,2012-11-07,2018-08-25,2117,100.0
101215076110601,11,2013-04-17,2017-08-27,1593,116.0
101220076095501,13,1994-04-01,2023-01-10,10511,116.0
101220076095502,106,1994-08-25,2022-11-30,10324,93.0
101220076095503,2,2015-08-27,2015-11-07,72,72.0
101230079041501,31,1996-01-05,2013-11-05,6514,102.0
101310078140001,2,2014-05-15,2021-01-10,2432,2432.0
101320078145001,104,1994-05-01,2022-11-30,10440,92.0
101330078224501,7,2003-01-05,2022-11-30,7269,618.0
101337076120001,3,1994-04-01,2013-01-07,6856,3428.0
101350076115001,112,1994-08-25,2023-01-10,10365,72.0
101350078580401,111,1994-05-01,2022-08-30,10348,92.0
101357076112801,25,2012-11-07,2019-04-06,2341,81.5
101357076112802,35,2012-11-07,2022-11-30,3675,90.5
101358078140001,79,1999-08-25,2022-08-30,8406,102.0
101400078444501,69,1999-08-25,2018-05-20,6843,102.0
101405077290001,104,1994-08-01,2022-11-30,10348,97.0
101425076112801,42,2012-11-07,2023-04-10,3806,86.0
101512078073001,19,1996-01-05,2021-01-10,9137,102.0
101530077553001,95,1994-05-01,2022-08-30,10348,99.5
101535078213101,9,2012-05-15,2021-01-10,3162,94.5
101605077323001,97,1994-08-01,2022-11-30,10348,102.0
101653078041501,31,1996-01-05,2021-01-10,9137,102.0
101940077560001,64,1999-05-15,2022-11-30,8600,102.0
102015077571501,31,1996-01-05,2021-01-10,9137,102.0
102030077593001,62,1999-08-25,2022-11-30,8498,102.0
102030079233001,44,1999-01-05,2015-11-05,6148,102.0
102105077594001,107,1994-11-01,2022-11-30,10256,92.0
102130077583001,1,1999-08-25,1999-08-25,0,
102130077583002,38,1994-05-01,2022-11-30,10440,92.0
102130078060001,100,1994-05-01,2022-11-30,10440,92.0
102130078222001,81,1994-05-01,2023-01-20,10491,102.0
102130079164501,35,1996-01-05,2006-01-05,3653,102.0
102200077581501,62,1994-05-01,2008-11-05,5302,72.0
102215079353001,90,1994-05-01,2022-11-30,10440,102.0
102400079300001,59,1996-01-05,2012-05-15,5975,102.0
102530079180001,81,1994-05-01,2022-05-30,10256,102.0
103045076341501,105,1994-08-21,2022-01-30,10024,90.5
103300079030001,25,2014-01-05,2022-08-30,3159,102.0
103420078473001,42,1994-05-01,2022-08-30,10348,102.0
103425079010001,110,1994-05-01,2022-08-30,10348,92.0
103430076561501,44,1994-05-01,2023-01-20,10491,72.0
103430078473001,62,2003-01-05,2021-01-10,6580,102.0
103500077145001,104,1994-05-01,2023-01-20,10491,102.0
103500078533001,79,1999-08-25,2022-08-30,8406,102.0
103628076334901,16,2018-11-04,2023-01-10,1528,70.0
103630076450001,109,1994-01-10,2023-01-10,10592,81.0
103630077230001,108,1994-05-01,2023-01-20,10491,97.0
103630078330001,73,1994-05-01,2022-08-30,10348,102.0
103630078463001,75,1999-08-25,2022-08-30,8406,102.0
103650078253002,63,1999-08-25,2022-11-30,8498,102.0
103652078253101,41,2007-05-15,2023-01-20,5729,92.0
103653078253201,2,2008-01-05,2023-01-01,5475,5475.0
103700076130001,30,2015-08-27,2023-04-10,2783,86.0
103710076024901,38,2013-11-07,2023-04-10,3441,86.0
103712077085501,12,1997-01-05,2021-11-30,9095,304.0
103725077223001,80,1998-11-05,2023-01-20,8842,102.0
103747076134001,18,2014-01-07,2018-04-05,1549,86.0
103809076562801,1,2012-05-15,2012-05-15,0,
103812076101101,3,2014-01-07,2015-01-07,365,182.5
103814075591701,36,2014-01-07,2023-01-10,3290,86.0
103817078264801,1,2023-01-01,2023-01-01,0,
103830076100501,73,1999-11-07,2023-01-10,8465,92.5
103852076543401,48,2006-01-05,2023-01-20,6224,102.0
103930076593001,4,1998-11-05,2000-08-25,659,131.0
104000076150001,119,1994-01-12,2023-04-10,10680,82.0
104000076150002,52,1994-01-09,2023-04-10,10683,86.0
104029075593001,114,1994-01-13,2023-04-10,10679,79.0
104040076121001,85,1994-01-09,2014-11-07,7607,83.5
104045077163001,31,1996-01-05,2004-01-05,2922,102.0
104300078574401,74,1996-01-05,2021-08-31,9370,102.0
104306079034501,85,1994-05-01,2022-05-30,10256,102.0
104315079383001,92,1994-05-01,2022-11-30,10440,102.0
104400079120001,85,1996-01-05,2019-11-30,8730,102.0
104405079061501,91,1994-05-01,2021-11-30,10075,102.0
104430078350001,65,1994-05-01,2011-11-05,6397,89.5
104445079281501,73,1994-05-01,2022-11-30,10440,102.0
104514076382001,75,1999-11-07,2023-01-10,8465,100.0
104515076302001,35,2013-04-17,2023-01-10,3555,91.5
104522076301601,33,2014-01-07,2023-01-10,3290,91.5
104528076375401,23,2015-01-07,2023-01-10,2925,100.0
104538076465801,28,2015-04-17,2023-01-10,2825,91.0
104540075580001,105,1994-01-09,2020-01-10,9497,90.0
104540076255901,35,2014-01-07,2023-01-10,3290,91.5
104540076261001,35,2013-04-17,2023-01-10,3555,90.5
104550077354001,103,1994-05-01,2022-11-30,10440,99.5
104600076193001,110,1994-01-13,2023-01-10,10589,91.0
104600076244501,98,1994-08-23,2018-11-04,8839,88.0
104830076573001,64,1994-08-01,2023-01-20,10399,92.0
104830076573002,4,2013-05-15,2020-11-30,2756,174.0
104830077093001,35,1996-01-05,2023-01-20,9877,102.0
104852078404501,1,2023-01-01,2023-01-01,0,
104900077010001,67,1998-11-05,2023-01-20,8842,99.5
105012078415701,1,2023-01-01,2023-01-01,0,
105045078445501,94,1994-05-01,2023-01-20,10491,102.0
105110078422301,1,2023-01-01,2023-01-01,0,
105115078423001,73,1999-01-05,2022-11-30,8730,102.0
105150078430001,58,1994-05-01,2023-01-20,10491,102.0
105236078475201,1,2023-01-01,2023-01-01,0,
105300079231501,71,1996-01-05,2014-01-05,6575,102.0
105315079360001,39,2009-01-05,2022-11-30,5077,102.0
105330079063001,83,1996-01-05,2019-01-30,8426,102.0
105430078491501,67,1996-01-05,2015-01-05,6940,102.0
105530078433001,68,1999-08-25,2023-01-20,8549,102.0
105530079163001,101,1994-05-01,2022-05-30,10256,98.5
105535076105301,11,2016-08-27,2019-01-06,862,72.0
105654075523801,26,2015-11-07,2023-01-10,2621,91.0
105655076001001,114,1994-01-09,2022-08-30,10460,81.0
105701076194301,51,2008-01-07,2023-01-10,5482,92.5
105707076191401,21,1999-11-07,2016-11-07,6210,132.0
105730076303001,111,1994-01-11,2023-01-10,10591,91.0
105751076171001,36,2013-04-17,2023-01-10,3555,91.0
105800076220001,15,1994-01-08,2023-01-10,10594,134.5
105800076220002,95,1996-04-13,2022-11-30,9727,92.0
105815075590001,114,1994-01-08,2023-01-10,10594,91.0
105824076134301,82,1994-01-07,2023-01-10,10595,93.0
105824076134302,23,2016-08-27,2022-11-30,2286,91.0
105835076063501,103,1994-01-08,2023-01-10,10594,91.0
105840076122601,34,2013-11-07,2023-01-10,3351,91.0
105841076091901,32,2014-11-07,2023-01-10,2986,91.0
105853076081901,34,2014-04-17,2023-01-10,3190,91.0
105857075581601,29,2015-11-07,2023-01-10,2621,81.5
105900075523001,118,1994-01-08,2023-01-10,10594,82.0
105904076285801,24,2015-11-07,2022-08-30,2488,91.0
105930077333001,81,1999-01-05,2023-01-20,8781,102.0
110010077334501,112,1994-05-01,2023-01-20,10491,92.0
110015078593001,47,2005-05-15,2023-05-31,6590,102.0
110036076574401,1,2012-05-15,2012-05-15,0,
110126079064501,59,1996-01-05,2018-11-16,8351,102.0
110130076543001,102,1994-05-01,2023-01-20,10491,92.0
110130077073001,105,1994-05-01,2023-01-20,10491,99.5
110150078255801,34,2012-05-15,2023-01-20,3902,102.0
110151076531601,9,2012-05-15,2021-01-10,3162,94.5
110222077002101,1,2012-05-15,2012-05-15,0,
110230076531501,68,1998-11-05,2023-01-20,8842,102.0
110245078573001,73,1999-05-15,2023-01-20,8651,102.0
110340078083001,82,1998-05-15,2023-01-20,9016,92.0
110410077000501,102,1994-11-01,2023-01-20,10307,91.0
110420078330001,100,1994-05-01,2022-11-30,10440,95.0
110428076571901,2,2012-05-15,2023-01-20,3902,3902.0
110430077000501,84,1998-11-05,2023-01-20,8842,102.0
110450077271001,82,1998-11-05,2023-01-20,8842,102.0
110500077264501,101,1994-05-01,2023-01-20,10491,102.0
110517078043601,1,2023-01-01,2023-01-01,0,
110603078090604,1,2023-01-01,2023-01-01,0,
110630078001201,103,1994-05-01,2023-01-20,10491,94.5
110715078271501,98,1994-05-01,2023-01-20,10491,102.0
110730079271501,98,1996-01-05,2022-05-30,9642,102.0
110736078265001,3,1999-01-05,2014-11-05,5783,2891.5
110840078360001,75,1999-01-05,2023-01-20,8781,102.0
110930078433001,9,1999-01-05,2018-08-30,7177,620.5
110940078432001,92,1994-05-01,2022-08-30,10348,102.0
110958078513001,44,1994-05-01,2022-05-30,10256,102.0
111000077420001,75,1998-11-05,2023-01-20,8842,102.0
111004075485201,20,2018-01-02,2023-01-10,1834,91.0
111018075482501,118,1994-01-06,2023-01-10,10596,78.0
111019075521301,28,2015-11-07,2023-01-10,2621,92.0
111030075513001,7,2012-11-07,2023-01-10,3716,215.5
111030075513002,82,1994-01-06,2022-11-30,10555,77.0
111030075513003,14,2014-08-27,2017-11-07,1168,72.0
111045076453001,57,2007-05-15,2022-11-29,5677,94.5
111105077163001,54,2007-08-25,2023-01-20,5627,102.0
111140077464501,11,1994-05-01,1996-11-10,924,92.0
111225076593201,45,2006-01-05,2023-01-20,6224,102.0
111228077113001,22,1996-05-15,2002-01-05,2061,102.0
111229079265101,1,2023-05-31,2023-05-31,0,
111300078102001,104,1994-05-01,2023-01-20,10491,92.0
111312078100001,77,1998-05-15,2023-01-20,9016,102.0
111330077063001,74,1998-11-05,2023-01-20,8842,102.0
111330077263701,61,1998-11-05,2018-01-05,7001,102.0
111400077063001,32,1996-01-05,2015-05-15,7070,102.0
111400077063002,38,2012-11-05,2022-11-28,3675,92.0
111445077124501,112,1994-05-01,2023-01-20,10491,92.0
111500077543001,80,1998-05-15,2023-01-20,9016,102.0
111600077520001,106,1994-05-01,2023-01-20,10491,92.0
111600077583001,79,1998-08-25,2023-01-20,8914,102.0
111600079371501,93,1994-05-01,2022-05-30,10256,92.0
111610077245001,93,1994-05-01,2018-01-05,8650,79.5
111627078045601,1,2023-01-01,2023-01-01,0,
111630079325001,76,1994-05-01,2022-05-30,10256,102.0
111645077244501,62,1999-11-05,2018-01-05,6636,102.0
111715078041501,62,1994-05-01,2018-11-21,8970,102.0
111715078041502,1,2022-11-30,2022-11-30,0,
111715078050501,48,1998-05-15,2018-11-21,7495,102.0
111722077100901,42,2006-01-05,2023-01-20,6224,102.0
111745077075501,48,1994-05-01,2008-01-05,4997,102.0
111800078093001,33,1996-01-05,2020-11-30,9096,102.0
111900077543001,31,1998-05-15,2023-01-20,9016,111.0
112000078050001,72,1994-05-01,2013-11-05,7128,102.0
112052079230307,2,2023-01-01,2023-05-31,150,150.0
112230078470001,43,2000-01-05,2012-01-05,4383,102.0
112500076193001,91,1994-08-25,2023-01-10,10365,81.0
112500076193002,23,2016-08-27,2022-11-30,2286,91.0
112600076515001,109,1994-05-01,2023-11-10,10785,92.0
112700075530001,89,1996-11-07,2023-01-10,9560,100.0
112700075530002,7,2019-04-15,2022-01-30,1021,112.5
112710075481001,78,2000-04-17,2023-01-10,8303,95.0
112730075463001,112,1994-08-27,2023-01-10,10363,72.0
112730077080001,10,2020-08-25,2023-01-20,878,92.0
112730077264501,111,1994-05-01,2023-01-20,10491,92.0
112800076364501,65,1994-05-01,2011-05-15,6223,97.0
112817075385201,21,2015-04-17,2021-01-10,2095,84.5
112832077151501,1,2023-01-01,2023-01-01,0,
112852075585303,38,2013-04-17,2023-01-10,3555,89.0
112900077090001,38,1994-05-01,2023-01-20,10491,102.0
112900077285001,26,1999-01-05,2023-01-20,8781,130.0
112905077413001,81,1998-11-05,2023-01-20,8842,102.0
112919075384901,112,1994-01-06,2023-01-10,10596,91.0
112920077292301,15,2012-05-15,2022-11-30,3851,92.0
112922077092401,2,2012-05-15,2023-01-20,3902,3902.0
112950077141001,77,1999-01-05,2023-01-20,8781,102.0
113010077145001,100,1994-05-01,2023-01-20,10491,92.0
113015077243001,111,1994-05-01,2023-01-20,10491,92.0
113026077365001,11,2012-05-15,2023-01-20,3902,94.5
113100078203001,21,2017-11-05,2023-01-20,1902,92.0
113100079200001,13,2016-05-15,2022-05-30,2206,99.5
113100079201501,27,2000-11-05,2021-01-10,7371,130.0
113100079201502,28,2013-05-15,2022-05-30,3302,102.0
113107079221101,94,1994-05-01,2022-01-30,10136,102.0
113115079210001,59,1996-01-05,2015-01-05,6940,102.0
113147076420001,2,2023-01-01,2023-05-31,150,150.0
113215078084501,56,2007-05-15,2022-11-30,5678,92.0
113215079323001,87,1994-05-01,2022-05-30,10256,102.0
